ID,COO,Household Sex,Poverty Threshold,Governerate,ChildAge,ChildSex,Unaccompanied and Separated Children,special protection needs,Children with disability
25526,SYR,M,absolute,Irbid,2,M,,,
25527,SYR,M,abject,Irbid,15,F,,,
25528,SYR,M,abject,Amman,1,F,,,
25529,SYR,M,,Madaba,12,F,,,
25530,SYR,M,absolute,Mafraq,15,F,,,
25531,SYR,M,abject,Irbid,2,F,,,
25532,SYR,F,absolute,Irbid,3,F,,,
25533,SYR,M,abject,Irbid,5,F,,,
25534,SYR,F,abject,Ajloun,1,M,,,
25535,SYR,F,abject,Ajloun,5,F,,,
25536,SYR,F,absolute,Irbid,9,M,,,
25537,SYR,M,abject,Amman,13,F,,,
25538,SYR,F,absolute,Irbid,14,M,,,
25539,SYR,F,absolute,Irbid,12,M,,,
25540,SYR,M,absolute,Mafraq,12,M,,,
25541,SYR,M,absolute,Mafraq,16,M,,,
25542,SYR,M,abject,Irbid,7,M,,,
25543,SYR,M,abject,Irbid,10,M,,,
25544,SYR,F,absolute,Zarqa,0,M,,,
25545,SYR,F,absolute,Irbid,0,M,,,
25546,SYR,M,abject,Amman,11,M,,,
25547,SYR,M,,Mafraq,10,M,,,
25548,SYR,M,,Mafraq,0,M,,,
25549,SYR,F,abject,Ajloun,6,M,,,
25550,SYR,F,absolute,Irbid,5,M,,,
25551,SYR,M,abject,Irbid,9,M,,,
25552,SYR,M,absolute,Zarqa,1,F,,,
25553,SYR,M,abject,Amman,3,M,,,
25554,SYR,M,,Mafraq,7,M,,,
25555,SYR,M,,Mafraq,5,F,,,
25556,SYR,M,,Mafraq,13,F,,,
25557,SYR,F,absolute,Irbid,3,M,,,
25558,SYR,M,abject,Irbid,8,M,,,
25559,SYR,M,abject,Irbid,17,M,,,DS
25560,SYR,F,abject,Irbid,7,F,,,
25561,SYR,M,abject,Irbid,5,M,,,
25562,SYR,F,absolute,Jerash,16,F,,,
25563,SYR,M,abject,Amman,14,M,,,
25564,SYR,M,abject,Amman,10,M,,,
25565,SYR,F,abject,Irbid,13,F,,,
25566,SYR,F,absolute,Irbid,1,M,,,
25567,SYR,F,absolute,Zarqa,17,F,,,
25568,SYR,M,absolute,Zarqa,2,F,,,
25569,SYR,F,absolute,Irbid,11,M,,,
25570,SYR,F,absolute,Irbid,6,F,,,
25571,SYR,M,abject,Amman,15,M,,,
25572,SYR,F,,Zarqa,3,M,,,
25573,SYR,F,,Amman,13,F,,,
25574,SYR,F,abject,Ajloun,11,F,,,
25575,SYR,F,absolute,Irbid,1,M,,,
25576,SYR,M,absolute,Irbid,3,M,,,
25577,SYR,M,,Irbid,6,F,,,
25578,SYR,M,abject,Karak,2,M,,,
25579,SYR,M,abject,Amman,0,M,,,
25580,SYR,M,abject,Irbid,11,M,,,
25581,SYR,M,abject,Karak,7,M,,,
25582,SYR,M,abject,Balqa,9,M,,,
25583,SYR,M,abject,Karak,1,M,,,
25584,SYR,M,abject,Karak,9,M,,,
25585,SYR,M,abject,Irbid,6,M,,,
25586,SYR,M,abject,Balqa,4,M,,,
25587,SYR,M,absolute,Amman,1,M,,,
25588,SYR,F,absolute,Mafraq,10,F,,,
25589,SYR,F,absolute,Mafraq,8,F,,,
25590,SYR,F,absolute,Irbid,6,M,,,
25591,SYR,F,absolute,Irbid,0,M,,,
25592,SYR,M,absolute,Irbid,6,F,,,
25593,SYR,F,absolute,Irbid,6,F,,,
25594,SYR,M,,Irbid,3,M,,,
25595,SYR,M,,Irbid,11,M,,,
25596,SYR,M,abject,Karak,4,F,,,
25597,SYR,F,,Zarqa,1,M,,,
25598,SYR,F,absolute,Irbid,10,F,,,
25599,SYR,M,,Irbid,8,M,,,
25600,SYR,M,abject,Amman,9,F,,,
25601,SYR,M,abject,Irbid,9,F,,,
25602,SYR,M,abject,Irbid,5,M,,,
25603,SYR,M,abject,Karak,10,M,,,
25604,SYR,M,abject,Balqa,12,F,,,
25605,SYR,M,absolute,Mafraq,11,M,,,DS
25606,SYR,M,absolute,Amman,3,F,,,
25607,SYR,F,absolute,Mafraq,13,F,,,
25608,SYR,M,absolute,Mafraq,13,M,,,
25609,SYR,F,absolute,Irbid,10,M,,,
25610,SYR,F,absolute,Irbid,2,M,,,
25611,SYR,M,absolute,Mafraq,5,F,,,
25612,SYR,M,absolute,Mafraq,9,M,,,
25613,SYR,F,,Mafraq,6,M,,,
25614,SYR,F,,Irbid,1,F,,,
25615,SYR,M,,IRBID,17,M,,,
25616,SYR,M,absolute,Zarqa,13,M,,,DS
25617,SYR,M,absolute,Zarqa,17,F,,,
25618,SYR,M,,IRBID,14,M,,,
25619,SYR,M,absolute,Irbid,16,M,SC,,
25620,SYR,M,,Zarqa,16,M,,,
25621,SYR,M,absolute,Amman,7,F,,,
25622,SYR,M,,Irbid,5,M,,,
25623,SYR,M,absolute,Amman,16,F,,,
25624,SYR,M,,Irbid,12,M,,,
25625,SYR,M,abject,Balqa,16,F,,,
25626,SYR,M,absolute,Amman,6,F,,,
25627,SYR,M,absolute,Mafraq,0,F,,,
25628,SYR,F,,Mafraq,8,M,,,
25629,SYR,M,,IRBID,9,F,,,
25630,SYR,F,,IRBID,1,M,,,
25631,SYR,M,,IRBID,2,M,,,DS
25632,SYR,F,absolute,Irbid,8,M,,,
25633,SYR,M,absolute,Amman,1,M,,,
25634,SYR,M,,Irbid,8,F,,,
25635,SYR,F,,Mafraq,3,F,,,
25636,SYR,F,absolute,Irbid,0,F,,,
25637,SYR,M,Children with specific need (not abject or absolut),Mafraq,3,M,SC,,
25638,SYR,M,absolute,Amman,6,M,,,
25639,SYR,M,abject,Amman,14,F,,,
25640,SYR,M,abject,Amman,10,M,,,
25641,SYR,M,,Irbid,3,F,,,
25642,SYR,M,absolute,Amman,17,F,,,
25643,SYR,M,Children with specific need (not abject or absolut),Mafraq,13,F,SC,,
25644,SYR,M,,Irbid,17,M,,,
25645,SYR,F,,IRBID,9,F,,,
25646,SYR,M,abject,Amman,14,F,,,
25647,SYR,M,,Irbid,12,M,,,
25648,SYR,M,absolute,Irbid,3,M,,,
25649,SYR,M,,IRBID,6,F,,,
25650,SYR,M,absolute,Amman,13,F,,,
25651,SYR,M,,IRBID,3,M,,,
25652,SYR,F,absolute,Irbid,2,M,,,
25653,SYR,F,absolute,Irbid,14,M,,,
25654,SYR,M,abject,Irbid,6,M,,,
25655,SYR,M,,IRBID,14,F,,,
25656,SYR,M,absolute,Karak,2,F,,,
25657,SYR,M,absolute,Karak,5,F,,,
25658,SYR,M,,IRBID,16,M,,,
25659,SYR,M,absolute,Amman,0,F,,,
25660,SYR,M,absolute,Amman,6,M,,,
25661,SYR,M,absolute,Amman,7,M,,,
25662,SYR,F,absolute,Irbid,6,F,,,
25663,SYR,M,,IRBID,13,M,,,
25664,SYR,M,,IRBID,16,F,,,
25665,SYR,M,absolute,Amman,14,M,,,
25666,SYR,F,absolute,Irbid,11,M,,,
25667,SYR,F,absolute,Irbid,7,F,,,
25668,SYR,M,,Irbid,15,M,,,
25669,SYR,M,absolute,Amman,9,M,,,
25670,SYR,M,,Irbid,10,F,,,
25671,SYR,M,Children with specific need (not abject or absolut),Mafraq,7,M,SC,,
25672,SYR,M,Children with specific need (not abject or absolut),Mafraq,11,M,SC,,
25673,SYR,M,abject,Amman,16,F,,,
25674,SYR,M,abject,Amman,8,F,,,
25675,SYR,M,,Irbid,10,M,,,
25676,SYR,M,,IRBID,6,F,,,
25677,SYR,F,absolute,Irbid,5,M,,,
25678,SYR,M,absolute,Amman,5,M,,,
25679,SYR,M,absolute,Karak,0,M,,,
25680,SYR,M,absolute,Amman,2,F,,,
25681,SYR,M,absolute,Irbid,4,M,,,
25682,SYR,M,abject,Irbid,13,F,,,
25683,SYR,F,absolute,Irbid,11,F,,,
25684,SYR,M,absolute,Amman,0,F,,,
25685,SYR,F,absolute,Irbid,6,M,,,
25686,SYR,M,absolute,Irbid,1,M,,,
25687,SYR,M,,IRBID,1,M,,,
25688,SYR,F,,IRBID,13,M,,,
25689,SYR,F,absolute,Irbid,6,F,,,
25690,SYR,M,absolute,Irbid,3,F,,,
25691,SYR,M,absolute,Irbid,4,M,,,
25692,SYR,M,,Mafraq,17,M,,,DS
25693,SYR,M,abject,Irbid,3,F,,,
25694,SYR,M,abject,Irbid,10,M,,,
25695,SYR,F,,IRBID,4,M,,,
25696,SYR,M,abject,Irbid,11,M,,,
25697,SYR,M,absolute,Amman,11,F,,,
25698,SYR,F,absolute,Irbid,14,F,,,
25699,SYR,M,absolute,Irbid,5,M,,,
25700,SYR,M,abject,Amman,2,F,,,
25701,SYR,M,abject,Irbid,13,F,,,
25702,SYR,F,abject,Irbid,11,M,,,
25703,SYR,F,abject,Irbid,14,M,,,
25704,SYR,M,abject,Amman,14,F,,,
25705,SYR,M,abject,Amman,17,M,,,
25706,SYR,M,absolute,Mafraq,2,F,,,
25707,SYR,M,absolute,Mafraq,1,M,,,
25708,SYR,F,abject,Amman,8,F,,,
25709,SYR,F,,IRBID,9,M,,,
25710,SYR,F,,IRBID,9,M,,,
25711,SYR,F,abject,Irbid,7,M,,,
25712,SYR,F,,Irbid,2,M,,,
25713,SYR,F,abject,Amman,5,M,,,
25714,SYR,M,,Mafraq,12,F,,,
25715,SYR,M,,Mafraq,14,M,,,
25716,SYR,M,absolute,Irbid,0,F,,,
25717,SYR,M,abject,Irbid,3,M,,,
25718,SYR,M,abject,Irbid,16,M,,,
25719,SYR,M,abject,Irbid,14,M,,,
25720,SYR,F,,Irbid,12,F,,,
25721,SYR,F,abject,Irbid,11,M,,,
25722,SYR,F,,IRBID,16,M,,,
25723,SYR,M,abject,Amman,9,M,,,
25724,SYR,M,,Amman,17,M,,,
25725,SYR,F,abject,Amman,9,M,,,
25726,SYR,F,absolute,Amman,4,F,,,
25727,SYR,M,,Mafraq,9,F,,,
25728,SYR,M,abject,Irbid,9,M,,,DS
25729,SYR,M,abject,Irbid,17,F,,,DS
25730,SYR,F,abject,Irbid,12,F,,,
25731,SYR,F,absolute,Irbid,4,M,,,
25732,SYR,F,absolute,Irbid,6,M,,,
25733,SYR,F,abject,Irbid,17,M,,,
25734,SYR,M,abject,Irbid,16,F,,,
25735,SYR,M,absolute,Amman,11,M,SC,,
25736,SYR,M,abject,Irbid,9,F,,,
25737,SYR,M,,Amman,6,M,,,
25738,SYR,M,abject,Irbid,14,F,,,
25739,SYR,F,abject,Irbid,9,F,,,
25740,SYR,F,abject,Balqa,17,M,,,
25741,SYR,M,abject,Irbid,14,F,,,
25742,SYR,M,abject,Mafraq,16,M,,,
25743,SYR,F,abject,Balqa,13,M,,,
25744,SYR,F,abject,Irbid,10,F,,,
25745,SYR,F,abject,Irbid,6,F,,,
25746,SYR,F,abject,Irbid,4,M,,,
25747,SYR,M,abject,Mafraq,14,M,,,
25748,SYR,M,abject,Irbid,6,M,,,
25749,SYR,M,abject,Irbid,11,M,,,
25750,SYR,M,abject,Irbid,13,F,,,
25751,SYR,F,abject,Irbid,5,F,,,
25752,SYR,M,abject,Irbid,10,F,,,
25753,SYR,F,abject,Irbid,2,F,,,
25754,SYR,F,abject,Irbid,10,F,,,
25755,SYR,M,abject,Amman,1,F,,,
25756,SYR,M,Children with specific need (not abject or absolut),Mafraq,15,M,SC,,
25757,SYR,F,abject,Amman,12,M,,,
25758,SYR,F,abject,Amman,4,F,,,
25759,SYR,M,abject,Irbid,9,F,,,DS
25760,SYR,M,absolute,Amman,9,M,SC,,
25761,SYR,M,abject,Irbid,9,M,,,
25762,SYR,F,abject,Irbid,13,F,,,
25763,SYR,M,abject,Irbid,3,F,,,
25764,SYR,F,abject,Balqa,12,F,,,DS
25765,SYR,F,abject,Irbid,11,M,,,
25766,SYR,F,abject,Irbid,8,F,,,
25767,SYR,M,abject,Mafraq,5,M,,,
25768,SYR,M,abject,Mafraq,15,F,,,
25769,SYR,M,abject,Mafraq,12,M,,,
25770,SYR,F,abject,Karak,13,F,,,
25771,SYR,F,abject,Karak,9,M,,,
25772,SYR,F,absolute,Amman,12,F,,,
25773,SYR,M,abject,Mafraq,9,M,,,
25774,SYR,M,absolute,Mafraq,3,F,,,
25775,SYR,F,abject,Balqa,16,F,,,
25776,SYR,M,abject,Mafraq,9,M,,,
25777,SYR,F,abject,Karak,5,F,,,
25778,SYR,M,abject,Mafraq,12,M,,,
25779,SYR,F,absolute,Amman,7,M,,,
25780,SYR,M,absolute,Zarqa,9,F,,,
25781,SYR,M,absolute,Amman,7,F,,,
25782,SYR,F,abject,Karak,10,F,,,
25783,SYR,M,absolute,Mafraq,8,F,,,DS
25784,SYR,M,abject,Mafraq,10,F,,,
25785,SYR,M,abject,Mafraq,3,F,,,
25786,SYR,F,absolute,Amman,8,F,,,
25787,SYR,M,absolute,Amman,6,M,,,
25788,SYR,M,absolute,Madaba,15,M,,,
25789,SYR,M,absolute,Amman,15,M,,,
25790,SYR,M,absolute,Irbid,11,M,,,
25791,SYR,M,absolute,Mafraq,17,M,,,
25792,SYR,M,absolute,Irbid,14,M,,,
25793,SYR,F,absolute,Mafraq,14,M,,,
25794,SYR,M,absolute,Amman,7,F,,,
25795,SYR,M,absolute,Amman,15,M,,,
25796,SYR,M,absolute,Mafraq,12,F,,,
25797,SYR,F,abject,Karak,15,F,,,
25798,SYR,F,absolute,Amman,9,M,,,
25799,SYR,F,absolute,Amman,4,M,,,
25800,SYR,M,absolute,Madaba,17,M,,,
25801,SYR,F,absolute,Amman,7,M,,,
25802,SYR,M,absolute,Irbid,9,M,,,
25803,SYR,F,,Amman,3,F,,,
25804,SYR,M,absolute,Irbid,12,M,,,
25805,SYR,M,absolute,Amman,6,M,,,
25806,SYR,M,abject,Mafraq,3,M,,,
25807,SYR,M,,Amman,11,M,,,
25808,SYR,F,,Zarqa,17,F,,,
25809,SYR,M,abject,Amman,10,F,,,
25810,SYR,M,abject,Zarqa,4,F,,,
25811,SYR,M,abject,Zarqa,3,M,,,
25812,SYR,F,absolute,Mafraq,1,F,,,
25813,SYR,M,abject,Mafraq,6,F,,,
25814,SYR,M,abject,Mafraq,7,F,,,
25815,SYR,M,abject,Mafraq,5,M,,,
25816,SYR,M,absolute,Zarqa,9,F,,,
25817,SYR,M,,Amman,15,M,,,
25818,SYR,M,absolute,Mafraq,2,M,,,
25819,SYR,M,abject,Zarqa,7,F,,,
25820,SYR,M,absolute,Mafraq,2,M,,,
25821,SYR,M,absolute,Mafraq,5,M,,,
25822,SYR,M,absolute,Amman,9,F,,,
25823,SYR,M,absolute,Zarqa,2,F,,,
25824,SYR,F,absolute,Amman,9,M,,,
25825,SYR,M,absolute,Zarqa,8,F,,,
25826,SYR,M,absolute,Amman,11,F,,,
25827,SYR,M,absolute,Madaba,14,M,,,
25828,SYR,F,absolute,Amman,12,F,,,
25829,SYR,M,abject,Mafraq,7,F,,,
25830,SYR,M,absolute,Amman,0,M,,,
25831,SYR,M,abject,Mafraq,8,M,,,
25832,SYR,M,absolute,Amman,5,M,,,
25833,SYR,F,absolute,Mafraq,16,F,,,
25834,SYR,M,abject,Mafraq,10,M,,,
25835,SYR,M,abject,Mafraq,7,F,,,
25836,SYR,M,abject,Mafraq,10,M,,,
25837,SYR,M,absolute,Amman,7,F,,,
25838,SYR,M,absolute,Amman,6,F,,,
25839,SYR,M,,Amman,16,F,,,
25840,SYR,M,abject,Mafraq,0,M,,,
25841,SYR,M,,Amman,7,F,,,
25842,SYR,M,abject,Amman,15,F,,,
25843,SYR,M,abject,Amman,7,M,,,
25844,SYR,M,abject,Zarqa,6,F,,,
25845,SYR,M,,Amman,8,F,,,
25846,SYR,M,abject,Amman,3,F,,,
25847,SYR,F,absolute,Mafraq,11,M,,,
25848,SYR,M,,Amman,16,F,,,
25849,SYR,M,,Mafraq,6,M,,,
25850,SYR,M,absolute,Mafraq,9,M,,,
25851,SYR,M,,Mafraq,7,F,,,
25852,SYR,F,absolute,Mafraq,8,F,,,
25853,SYR,F,,Zarqa,11,F,,,
25854,SYR,M,,Mafraq,16,F,,,DS
25855,SYR,M,,Mafraq,1,F,,,
25856,SYR,F,abject,Mafraq,8,M,,,
25857,SYR,F,abject,Mafraq,13,M,,,
25858,SYR,M,absolute,Amman,4,F,,,
25859,SYR,F,absolute,Mafraq,6,F,,,
25860,SYR,F,absolute,Mafraq,10,M,,,
25861,SYR,M,,Mafraq,10,M,,,
25862,SYR,M,,Mafraq,8,F,,,
25863,SYR,F,abject,Mafraq,12,F,,,
25864,SYR,M,absolute,Amman,12,F,,,
25865,SYR,F,abject,Mafraq,10,M,,,DS
25866,SYR,M,,IRBID,13,M,,,
25867,SYR,M,abject,Zarqa,3,M,,,
25868,SYR,M,,IRBID,4,F,,,
25869,SYR,M,,Mafraq,15,F,,,
25870,SYR,M,,Mafraq,5,M,,,
25871,SYR,M,absolute,Amman,15,F,,,
25872,SYR,M,abject,Mafraq,16,M,,,
25873,SYR,M,absolute,Amman,14,F,,,
25874,SYR,M,absolute,Amman,3,M,,,
25875,SYR,M,absolute,Amman,5,F,,,
25876,SYR,M,abject,Zarqa,5,F,,,
25877,SYR,F,abject,Irbid,14,M,,,
25878,SYR,M,absolute,Amman,8,F,,,
25879,SYR,M,absolute,Amman,10,M,,,
25880,SYR,F,absolute,Zarqa,5,F,,,
25881,SYR,M,absolute,Zarqa,6,F,,,
25882,SYR,M,absolute,Zarqa,12,F,,,
25883,SYR,M,absolute,Zarqa,4,F,,,
25884,SYR,M,abject,Mafraq,11,F,,,
25885,SYR,F,abject,Mafraq,15,F,,,
25886,SYR,M,abject,Zarqa,11,F,,,
25887,SYR,F,abject,Irbid,14,M,,,
25888,SYR,M,abject,Zarqa,3,M,,,
25889,SYR,F,abject,Irbid,16,F,,,
25890,SYR,M,absolute,Amman,12,F,,,
25891,SYR,M,abject,Mafraq,8,F,,,
25892,SYR,F,abject,Mafraq,16,M,,,
25893,SYR,M,abject,Zarqa,9,M,,,
25894,SYR,F,abject,Irbid,10,M,,,
25895,SYR,F,absolute,Zarqa,0,M,,,
25896,SYR,M,absolute,Zarqa,3,M,,,
25897,SYR,M,absolute,Zarqa,8,F,,,
25898,SYR,M,abject,Madaba,17,F,,,
25899,SYR,M,abject,Madaba,10,F,,,
25900,SYR,M,abject,Madaba,8,M,,,
25901,SYR,M,absolute,Amman,16,M,,,
25902,SYR,M,absolute,Amman,11,F,,,
25903,SYR,F,,IRBID,12,M,,,
25904,SYR,F,absolute,Zarqa,4,F,,,DS
25905,SYR,M,absolute,Zarqa,1,M,,,
25906,SYR,F,absolute,Amman,11,M,,,
25907,SYR,M,absolute,Amman,14,M,,,
25908,SYR,F,,IRBID,3,F,,,
25909,SYR,F,abject,Amman,14,M,,,
25910,SYR,F,abject,Amman,16,F,,,
25911,SYR,F,abject,Amman,3,M,,,
25912,SYR,F,,Irbid,4,F,,,
25913,SYR,M,abject,Mafraq,11,M,,,
25914,SYR,M,absolute,Irbid,3,F,,,
25915,SYR,M,absolute,Irbid,7,F,,,
25916,SYR,M,abject,Mafraq,6,F,,,
25917,SYR,F,absolute,Amman,14,F,,,
25918,SYR,F,,IRBID,13,F,,,
25919,SYR,F,,IRBID,4,F,,,
25920,SYR,F,,IRBID,0,F,,,
25921,SYR,M,abject,Amman,11,F,,,
25922,SYR,F,abject,Irbid,8,M,,,
25923,SYR,M,abject,Amman,8,M,,,
25924,SYR,M,abject,Amman,5,F,,,
25925,SYR,M,abject,Amman,12,F,,,
25926,SYR,F,abject,Irbid,3,F,,,
25927,SYR,F,abject,Irbid,13,F,,,
25928,SYR,M,absolute,Irbid,17,F,,,
25929,SYR,M,absolute,Balqa,17,M,,,
25930,SYR,M,absolute,Irbid,16,M,,,
25931,SYR,M,absolute,Irbid,2,F,,,
25932,SYR,M,abject,Irbid,12,M,,,
25933,SYR,M,abject,Irbid,10,M,,,
25934,SYR,M,absolute,Zarqa,14,M,,,
25935,SYR,M,abject,Zarqa,14,F,,,
25936,SYR,F,,IRBID,14,F,,,
25937,SYR,F,,IRBID,6,F,,,
25938,SYR,M,absolute,Irbid,1,M,,,
25939,SYR,M,absolute,Irbid,6,M,,,
25940,SYR,F,,IRBID,8,F,,,
25941,SYR,M,absolute,Zarqa,14,F,,,
25942,SYR,F,abject,Irbid,17,F,,,
25943,SYR,M,absolute,Balqa,15,F,,,
25944,SYR,F,abject,Irbid,11,F,,,
25945,SYR,M,abject,Irbid,16,M,,,
25946,SYR,M,abject,Irbid,5,F,,,
25947,SYR,M,abject,Amman,11,M,,,
25948,SYR,M,abject,Zarqa,12,M,,,
25949,SYR,M,abject,Mafraq,1,F,,,
25950,SYR,M,abject,Madaba,15,M,,,
25951,SYR,M,abject,Mafraq,3,F,,,
25952,SYR,F,abject,Amman,13,F,,,
25953,SYR,F,,Irbid,1,F,,,
25954,SYR,F,,Irbid,6,F,,,
25955,SYR,F,abject,Irbid,15,F,,,
25956,SYR,M,absolute,Zarqa,8,F,,,
25957,SYR,M,abject,Irbid,14,F,,,
25958,SYR,M,abject,Mafraq,9,F,,,
25959,SYR,F,,Ajloun,9,M,,,
25960,SYR,M,absolute,Irbid,13,F,SC,,
25961,SYR,M,abject,Irbid,2,M,,,
25962,SYR,F,absolute,Irbid,8,M,,,
25963,SYR,F,absolute,Irbid,11,F,,,
25964,SYR,F,absolute,Amman,11,M,,,
25965,SYR,F,absolute,Amman,13,M,,,
25966,SYR,M,absolute,Zarqa,12,M,,,
25967,SYR,F,absolute,Amman,10,F,,,
25968,SYR,F,absolute,Amman,15,F,,,
25969,SYR,M,abject,Amman,7,M,,,
25970,SYR,M,abject,Mafraq,0,M,,,
25971,SYR,F,absolute,Amman,13,M,,,DS
25972,SYR,M,abject,Mafraq,12,F,,,
25973,SYR,M,abject,Amman,6,F,,,
25974,SYR,M,absolute,Irbid,3,F,,,
25975,SYR,M,absolute,Irbid,1,M,,,
25976,SYR,M,absolute,Zarqa,10,M,,,
25977,SYR,F,absolute,Zarqa,8,F,,,
25978,SYR,M,absolute,Irbid,0,M,,,
25979,SYR,M,absolute,Karak,3,M,,,
25980,SYR,M,absolute,Karak,8,M,,,
25981,SYR,M,absolute,Irbid,14,M,,,
25982,SYR,M,abject,Irbid,12,F,,,
25983,SYR,M,absolute,Karak,9,M,,,
25984,SYR,M,abject,Irbid,14,M,,,
25985,SYR,F,absolute,Amman,1,F,,,
25986,SYR,F,absolute,Amman,8,M,,,
25987,SYR,F,absolute,Amman,7,M,,,
25988,SYR,F,,Ajloun,2,F,,,
25989,SYR,M,,Mafraq,11,M,,,
25990,SYR,M,absolute,Zarqa,2,F,,,
25991,SYR,M,abject,Zarqa,17,F,,,
25992,SYR,M,abject,Zarqa,13,M,,,
25993,SYR,F,absolute,Zarqa,1,M,,,
25994,SYR,M,absolute,Karak,9,F,,,
25995,SYR,M,absolute,Karak,7,M,,,
25996,SYR,M,absolute,Karak,10,F,,,
25997,SYR,M,abject,Irbid,7,F,,,
25998,SYR,M,abject,Amman,16,M,,,
25999,SYR,F,absolute,Zarqa,2,F,,,
26000,SYR,M,absolute,Irbid,2,F,,,
26001,SYR,M,absolute,Irbid,5,F,,,
26002,SYR,M,abject,Irbid,10,F,,,
26003,SYR,F,,Ajloun,4,F,,,
26004,SYR,M,absolute,Amman,14,F,,,
26005,SYR,F,,Ajloun,7,M,,,
26006,SYR,M,,Mafraq,13,M,,,
26007,SYR,M,,Mafraq,3,M,,,
26008,SYR,M,,Mafraq,15,F,,,
26009,SYR,M,absolute,Irbid,8,M,,,
26010,SYR,M,absolute,Irbid,6,F,,,
26011,SYR,M,abject,Amman,14,M,,,
26012,SYR,M,abject,Amman,4,F,,,
26013,SYR,M,abject,Amman,14,F,,,
26014,SYR,F,absolute,Zarqa,9,M,,,DS
26015,SYR,F,absolute,Zarqa,9,F,,,
26016,SYR,M,absolute,Irbid,3,M,,,
26017,SYR,M,abject,Irbid,14,M,,,
26018,SYR,M,absolute,Irbid,11,M,,,DS
26019,SYR,M,absolute,Irbid,12,F,,,
26020,SYR,F,absolute,Irbid,6,M,,,
26021,SYR,F,absolute,Irbid,9,F,,,
26022,SYR,M,absolute,Zarqa,1,F,,,
26023,SYR,F,absolute,Amman,9,F,,,DS
26024,SYR,M,abject,Amman,17,M,,,
26025,SYR,M,absolute,Amman,15,M,,,
26026,SYR,M,absolute,Irbid,10,M,,,
26027,SYR,M,absolute,Irbid,1,M,,,
26028,SYR,M,abject,Irbid,10,F,,,
26029,SYR,M,abject,Irbid,8,F,,,
26030,SYR,M,absolute,Zarqa,17,M,,,
26031,SYR,F,absolute,Amman,1,M,,,
26032,SYR,M,absolute,Amman,10,F,,,
26033,SYR,M,abject,Mafraq,9,F,,,
26034,SYR,M,,IRBID,14,M,,,
26035,SYR,M,,IRBID,13,M,,,
26036,SYR,M,absolute,Mafraq,7,F,,,
26037,SYR,M,absolute,Irbid,1,F,,,
26038,SYR,M,absolute,Irbid,2,M,,,
26039,SYR,M,absolute,Madaba,11,F,,,
26040,SYR,F,,Mafraq,2,M,,,
26041,SYR,M,abject,Amman,10,M,,,
26042,SYR,M,absolute,Amman,13,F,,,
26043,SYR,M,abject,Mafraq,7,F,,,
26044,SYR,F,,Zarqa,11,F,,,
26045,SYR,M,absolute,Mafraq,3,M,,,
26046,SYR,M,abject,Irbid,6,F,,,
26047,SYR,M,abject,Irbid,10,F,,,
26048,SYR,M,absolute,Amman,2,F,,,
26049,SYR,M,abject,Mafraq,5,F,,,
26050,SYR,M,abject,Mafraq,14,M,,,
26051,SYR,M,abject,Amman,4,F,,,
26052,SYR,M,absolute,Mafraq,11,F,,,
26053,SYR,M,absolute,Irbid,0,M,,,
26054,SYR,M,abject,Amman,14,M,,,
26055,SYR,M,abject,Amman,16,F,,,
26056,SYR,M,absolute,Irbid,2,M,,,
26057,SYR,M,absolute,Irbid,6,M,,,
26058,SYR,M,absolute,Irbid,4,F,,,
26059,SYR,F,absolute,Irbid,14,F,,,
26060,SYR,F,,Jerash,15,F,,,
26061,SYR,F,absolute,Irbid,10,M,,,
26062,SYR,M,absolute,Madaba,14,F,,,
26063,SYR,M,abject,Irbid,6,F,,,
26064,SYR,M,abject,Irbid,10,M,,,
26065,SYR,M,abject,Irbid,4,F,,,
26066,SYR,M,abject,Irbid,15,F,,,
26067,SYR,M,abject,Irbid,17,F,,,
26068,SYR,F,absolute,Irbid,12,M,,,
26069,SYR,F,absolute,Irbid,16,M,,,
26070,SYR,M,absolute,Madaba,15,F,,,
26071,SYR,F,,Jerash,12,F,,,
26072,SYR,M,abject,Irbid,3,F,,,
26073,SYR,M,abject,Irbid,13,F,,,
26074,SYR,M,absolute,Amman,9,M,,,
26075,SYR,F,absolute,Amman,5,F,,,
26076,SYR,M,,Mafraq,8,F,,,
26077,SYR,M,absolute,Irbid,5,F,SC,,
26078,SYR,M,absolute,Irbid,14,M,SC,,
26079,SYR,M,,Mafraq,16,M,,,
26080,SYR,M,abject,Irbid,14,F,,,
26081,SYR,M,abject,Irbid,6,M,,,
26082,SYR,M,absolute,Zarqa,4,F,,,
26083,SYR,M,absolute,Zarqa,15,F,,,
26084,SYR,M,abject,Amman,3,M,,,
26085,SYR,M,abject,Amman,11,M,,,
26086,SYR,M,abject,Mafraq,2,F,,,
26087,SYR,M,absolute,Irbid,4,F,,,
26088,SYR,M,abject,Irbid,13,M,,,
26089,SYR,M,abject,Irbid,8,F,,,
26090,SYR,M,abject,Irbid,15,F,,,
26091,SYR,M,absolute,Irbid,2,F,,,
26092,SYR,M,absolute,Mafraq,1,F,,,
26093,SYR,F,,Irbid,7,M,,,
26094,SYR,F,absolute,Irbid,2,M,,,
26095,SYR,F,,Jerash,11,F,,,
26096,SYR,M,absolute,Irbid,14,M,,,
26097,SYR,M,absolute,Irbid,4,F,,,
26098,SYR,M,absolute,Irbid,3,M,,,
