ID,COO,Household Sex,Poverty Threshold,Governerate,ChildAge,ChildSex,Unaccompanied and Separated Children,special protection needs,Children with disability
66642,SYR,M,,Amman,4,F,,,
66643,SYR,M,,Amman,9,M,,,
66644,SYR,M,absolute,Amman,8,F,,,
66645,SYR,M,,Amman,3,M,,,
66646,SYR,M,,Mafraq,11,F,,,
66647,SYR,M,,Mafraq,11,F,,,
66648,SYR,M,,Mafraq,9,F,,,
66649,SYR,F,abject,Zarqa,5,M,,,
66650,SYR,F,,Amman,4,M,,,
66651,SYR,F,absolute,Amman,4,M,,,
66652,SYR,M,,Mafraq,7,M,,,
66653,SYR,F,,Amman,1,M,,,
66654,SYR,M,,Mafraq,3,M,,,
66655,SYR,F,abject,Amman,17,F,,,
66656,SYR,M,,Mafraq,8,F,,,
66657,SYR,F,abject,Amman,11,F,,,
66658,SYR,M,,Mafraq,1,F,,,
66659,SYR,M,,Mafraq,6,F,,,
66660,SYR,F,absolute,Amman,13,M,,,
66661,SYR,F,absolute,Amman,3,F,,,
66662,SYR,M,abject,Amman,4,F,,,
66663,SYR,M,abject,Amman,15,M,,,
66664,SYR,F,absolute,Amman,4,F,,,
66665,SYR,M,abject,Amman,7,M,,,
66666,SYR,F,abject,Amman,9,M,,,
66667,SYR,M,,Mafraq,9,F,,,
66668,SYR,F,abject,Amman,13,F,,,
66669,SYR,M,abject,Amman,13,F,,,
66670,SYR,M,abject,Amman,9,F,,,
66671,SYR,M,abject,Amman,10,M,,,
66672,SYR,F,absolute,Amman,4,F,,,
66673,SYR,M,,Amman,2,F,,,
66674,SYR,F,abject,Amman,15,F,,,
66675,SYR,M,,Maan,5,F,,,
66676,SYR,M,,Maan,7,F,,,
66677,SYR,M,absolute,Amman,1,F,,,
66678,SYR,M,abject,Amman,11,F,,,
66679,SYR,M,,Maan,2,F,,,
66680,SYR,F,absolute,Balqa,17,F,SC,,
66681,SYR,F,absolute,Amman,13,M,,,
66682,SYR,F,absolute,Amman,4,M,,,
66683,SYR,M,absolute,Amman,1,M,,,DS
66684,SYR,M,,Balqa,10,M,,,
66685,SYR,M,abject,Zarqa,16,F,,,
66686,SYR,M,,Balqa,16,M,,,
66687,SYR,M,abject,Zarqa,12,M,,,
66688,SYR,M,,Mafraq,1,M,,,
66689,SYR,F,Children with specific need (not abject or absolut),Maan,15,M,,,
66690,SYR,M,,Mafraq,11,M,,,
66691,SYR,M,abject,Amman,8,M,,,
66692,SYR,M,abject,Amman,17,M,,,
66693,SYR,F,absolute,Amman,14,F,SC,,
66694,SYR,M,abject,Amman,10,F,,,
66695,SYR,M,absolute,Amman,15,M,,,
66696,SYR,M,abject,Amman,1,M,,,
66697,SYR,F,absolute,Amman,5,M,,,
66698,SYR,F,absolute,Balqa,9,M,,,
66699,SYR,F,absolute,Amman,11,M,,,
66700,SYR,M,abject,Amman,2,M,,,
66701,SYR,M,abject,Amman,14,M,,,
66702,SYR,M,abject,Amman,17,F,,,
66703,SYR,F,absolute,Amman,3,M,,,
66704,SYR,F,absolute,Amman,9,M,,,
66705,SYR,M,,Mafraq,17,M,,,
66706,SYR,M,absolute,Amman,4,M,,,
66707,SYR,M,absolute,Amman,2,F,,,
66708,SYR,M,abject,Zarqa,10,F,,,
66709,SYR,M,abject,Zarqa,3,F,,,
66710,SYR,M,absolute,Zarqa,3,F,,,DS
66711,SYR,M,,Mafraq,17,M,,,
66712,SYR,F,absolute,Amman,2,F,,,
66713,SYR,F,absolute,Zarqa,8,F,,,
66714,SYR,M,absolute,Amman,5,M,SC,,
66715,SYR,M,absolute,Amman,0,M,,,
66716,SYR,M,,Balqa,2,M,,,
66717,SYR,M,abject,Zarqa,0,F,,,
66718,SYR,M,,Balqa,17,M,,,
66719,SYR,M,absolute,Zarqa,6,M,,,DS
66720,SYR,M,,Balqa,4,F,,,
66721,SYR,F,absolute,Zarqa,5,M,,,
66722,SYR,M,abject,Madaba,5,M,,,
66723,SYR,M,abject,Madaba,8,F,,,
66724,SYR,M,abject,Amman,7,M,,,
66725,SYR,M,,Amman,4,F,,,
66726,SYR,M,,Amman,4,F,,,
66727,SYR,M,,Amman,12,F,,,
66728,SYR,F,absolute,Amman,4,F,,,
66729,SYR,M,abject,Amman,10,M,,,
66730,SYR,M,abject,Madaba,13,F,,,
66731,SYR,M,,Amman,5,F,,,
66732,SYR,F,absolute,Amman,9,M,,,
66733,SYR,F,absolute,Amman,3,M,,,
66734,SYR,M,absolute,Mafraq,4,M,,,
66735,SYR,F,absolute,Zarqa,10,M,,,
66736,SYR,M,absolute,Balqa,12,F,,,
66737,SYR,M,abject,Amman,16,F,,,
66738,SYR,M,abject,Madaba,6,M,,,
66739,SYR,M,abject,Amman,17,M,,,
66740,SYR,M,abject,Madaba,11,F,,,
66741,SYR,M,,Amman,10,F,,,
66742,SYR,M,,Amman,0,M,,,
66743,SYR,F,absolute,Amman,16,F,,,
66744,SYR,M,,Balqa,17,M,,,
66745,SYR,M,,Balqa,6,M,,,
66746,SYR,M,abject,Amman,16,F,,,
66747,SYR,M,abject,Amman,2,F,,,
66748,SYR,M,,Mafraq,3,F,,,
66749,SYR,M,abject,Madaba,9,M,,,
66750,SYR,M,abject,Amman,13,M,,,
66751,SYR,M,,Amman,2,M,,,
66752,SYR,M,,Amman,0,F,,,
66753,SYR,F,absolute,Amman,3,F,,,
66754,SYR,M,,Balqa,14,M,,,
66755,SYR,M,absolute,Mafraq,13,M,,,
66756,SYR,M,absolute,Mafraq,11,F,,,
66757,SYR,M,,Mafraq,8,F,,,
66758,SYR,M,abject,Amman,4,M,,,
66759,SYR,M,,Mafraq,5,F,,,
66760,SYR,F,absolute,Amman,13,F,SC,,
66761,SYR,M,abject,Amman,16,F,,,
66762,SYR,M,abject,Amman,15,F,,,
66763,SYR,M,abject,Amman,13,F,,,
66764,SYR,M,abject,Amman,6,F,,,
66765,SYR,M,abject,Amman,10,F,,,
66766,SYR,F,absolute,Amman,3,F,,,
66767,SYR,M,absolute,Mafraq,7,F,,,
66768,SYR,M,abject,Amman,9,M,,,
66769,SYR,M,abject,Amman,5,M,,,
66770,SYR,M,,Amman,2,M,,,
66771,SYR,M,absolute,Amman,4,M,,,
66772,SYR,M,abject,Amman,14,M,,,
66773,SYR,M,,Mafraq,5,F,,,
66774,SYR,M,,Amman,4,M,,,
66775,SYR,M,,Amman,0,M,,,
66776,SYR,M,abject,Amman,17,M,,,
66777,SYR,M,abject,Amman,14,M,,,
66778,SYR,M,abject,Amman,3,M,,,
66779,SYR,M,abject,Amman,17,M,,,
66780,SYR,M,abject,Amman,8,M,,,
66781,SYR,M,abject,Amman,11,F,,,
66782,SYR,M,absolute,Amman,2,M,,,
66783,SYR,M,abject,Amman,15,M,,,
66784,SYR,F,,Amman,9,M,,,
66785,SYR,F,absolute,Amman,13,M,,,
66786,SYR,F,absolute,Amman,17,M,,,
66787,SYR,M,abject,Amman,15,F,,,
66788,SYR,M,abject,Amman,8,M,,,
66789,SYR,M,abject,Balqa,4,F,,,
66790,SYR,M,abject,Balqa,6,F,,,
66791,SYR,M,abject,Amman,17,M,,,
66792,SYR,M,absolute,Amman,13,F,,,
66793,SYR,M,absolute,Amman,4,M,,,
66794,SYR,M,abject,Amman,10,F,,,
66795,SYR,M,abject,Amman,1,F,,,
66796,SYR,M,abject,Amman,13,M,,,
66797,SYR,M,abject,Amman,7,M,,,
66798,SYR,M,abject,Amman,5,M,,,
66799,SYR,M,absolute,Amman,5,F,,,
66800,SYR,F,,Amman,1,F,,,
66801,SYR,M,abject,Balqa,13,M,,,
66802,SYR,F,,Amman,7,M,,,
66803,SYR,M,abject,Balqa,17,F,,,
66804,SYR,M,abject,Amman,13,M,,,
66805,SYR,M,absolute,Amman,3,M,,,
66806,SYR,M,absolute,Amman,17,M,,,
66807,SYR,F,absolute,Amman,4,F,,,
66808,SYR,F,absolute,Amman,1,F,,,
66809,SYR,M,abject,Amman,6,F,,,
66810,SYR,F,absolute,Balqa,10,F,,,
66811,SYR,M,abject,Amman,16,M,,,
66812,SYR,F,Children with specific need (not abject or absolut),Amman,5,M,,,
66813,SYR,M,abject,Amman,13,M,,,
66814,SYR,F,absolute,Amman,13,M,,,
66815,SYR,F,absolute,Amman,5,F,,,
66816,SYR,F,absolute,Amman,0,F,,,
66817,SYR,M,abject,Amman,15,M,,,
66818,SYR,F,absolute,Balqa,2,F,,,
66819,SYR,F,Children with specific need (not abject or absolut),Amman,12,F,,,
66820,SYR,M,abject,Amman,15,M,,,
66821,SYR,F,Children with specific need (not abject or absolut),Amman,0,F,,,
66822,SYR,M,abject,Amman,7,M,,,
66823,SYR,M,abject,Amman,8,M,,,
66824,SYR,M,abject,Amman,0,M,,,
66825,SYR,F,absolute,Amman,3,M,,,
66826,SYR,F,,Amman,0,F,,,
66827,SYR,F,,Amman,2,F,,,
66828,SYR,M,abject,Amman,5,M,,,
66829,SYR,M,absolute,Amman,12,F,,,
66830,SYR,M,absolute,Amman,10,M,,,
66831,SYR,M,abject,Amman,3,F,,,
66832,SYR,M,abject,Amman,11,M,,,
66833,SYR,M,abject,Amman,9,M,,,
66834,SYR,F,absolute,Amman,3,F,,,
66835,SYR,F,absolute,Amman,9,F,,,
66836,SYR,F,absolute,Amman,8,F,,,
66837,SYR,M,abject,Amman,4,F,,,
66838,SYR,F,,Amman,8,M,,,
66839,SYR,F,Children with specific need (not abject or absolut),Amman,3,F,,,
66840,SYR,M,abject,Amman,10,F,,,
66841,SYR,F,Children with specific need (not abject or absolut),Amman,9,M,,,
66842,SYR,M,abject,Amman,3,M,,,
66843,SYR,F,Children with specific need (not abject or absolut),Amman,13,M,,,DS
66844,SYR,M,abject,Amman,2,M,,,
66845,SYR,M,absolute,Amman,7,M,,,
66846,SYR,F,,Amman,0,F,,,
66847,SYR,F,,Amman,4,M,,,
66848,SYR,M,absolute,Amman,13,F,,,
66849,SYR,M,abject,Amman,5,M,,,
66850,SYR,F,absolute,Amman,0,F,,,
66851,SYR,F,absolute,Amman,6,M,,,
66852,SYR,M,abject,Amman,7,M,,,
66853,SYR,M,absolute,Amman,2,F,,,
66854,SYR,M,absolute,Amman,1,F,,,
66855,SYR,M,absolute,Irbid,9,F,,,
66856,SYR,M,,Mafraq,15,F,,,
66857,SYR,F,,Mafraq,14,M,,,
66858,SYR,F,,Mafraq,12,F,,,
66859,SYR,F,,Mafraq,6,F,,,
66860,SYR,M,absolute,Amman,12,M,,,
66861,SYR,M,,Mafraq,10,M,,,
66862,SYR,F,,Zarqa,17,M,,,
66863,SYR,F,,Mafraq,10,M,,,
66864,SYR,M,,Amman,3,F,,,
66865,SYR,M,,Mafraq,7,F,,,
66866,SYR,M,absolute,Irbid,15,M,,,
66867,SYR,F,,Mafraq,3,F,,,
66868,SYR,M,,Amman,5,F,,,
66869,SYR,M,absolute,Amman,17,M,SC,,
66870,SYR,M,abject,Balqa,10,F,,,
66871,SYR,M,abject,Balqa,16,F,,,
66872,SYR,M,abject,Amman,3,M,,,
66873,SYR,M,abject,Amman,2,F,,,
66874,SYR,M,absolute,Amman,17,F,,,
66875,SYR,M,,Mafraq,12,M,,,
66876,SYR,M,,IRBID,7,M,,,
66877,SYR,F,absolute,Amman,17,F,,,
66878,SYR,F,absolute,Tafiela,17,F,,,
66879,SYR,F,Children with specific need (not abject or absolut),Zarqa,4,M,SC,,
66880,SYR,M,abject,Balqa,8,F,,,
66881,SYR,M,,IRBID,9,M,,,
66882,SYR,M,,Amman,7,M,,,
66883,SYR,M,,Amman,1,M,,,
66884,SYR,M,,Mafraq,9,F,,,
66885,SYR,M,abject,Amman,4,F,,,
66886,SYR,F,abject,Amman,1,F,,,
66887,SYR,F,abject,Amman,3,M,,,
66888,SYR,M,abject,Balqa,8,M,,,
66889,SYR,F,absolute,Amman,14,F,,,
66890,SYR,F,absolute,Zarqa,13,M,,,
66891,SYR,F,abject,Amman,7,F,,,
66892,SYR,M,absolute,Amman,14,M,,,
66893,SYR,M,,Amman,2,F,,,
66894,SYR,M,,Amman,0,F,,,
66895,SYR,M,,Mafraq,1,M,,,
66896,SYR,M,,Mafraq,16,M,,,
66897,SYR,M,absolute,Mafraq,8,F,SC,,
66898,SYR,F,abject,Amman,6,F,,,
66899,SYR,M,abject,Balqa,14,M,,,
66900,SYR,F,abject,Amman,4,M,,,
66901,SYR,M,absolute,Mafraq,12,F,SC,,
66902,SYR,F,absolute,Amman,17,F,,,
66903,SYR,F,absolute,Amman,4,M,,,
66904,SYR,M,abject,Mafraq,5,F,,,
66905,SYR,M,abject,Amman,11,M,,,
66906,SYR,M,absolute,Irbid,11,M,,,
66907,SYR,M,abject,Amman,6,F,,,
66908,SYR,F,abject,Amman,7,F,,,
66909,SYR,F,abject,Amman,3,F,,,
66910,SYR,F,abject,Amman,3,F,,,
66911,SYR,M,abject,Mafraq,10,F,,,
66912,SYR,F,absolute,Amman,11,M,,,
66913,SYR,F,abject,Amman,9,M,,,
66914,SYR,M,abject,Irbid,2,F,,,
66915,SYR,M,abject,Balqa,16,M,,,
66916,SYR,M,abject,Irbid,6,F,,,
66917,SYR,M,abject,Irbid,5,F,,,
66918,SYR,F,absolute,Amman,9,M,,,
66919,SYR,F,absolute,Zarqa,10,F,,,
66920,SYR,M,abject,Mafraq,3,M,,,
66921,SYR,M,,IRBID,14,F,,,
66922,SYR,F,,Amman,7,M,,,
66923,SYR,M,abject,Balqa,14,M,,,
66924,SYR,M,abject,Irbid,12,M,,,
66925,SYR,F,abject,Amman,7,F,,,
66926,SYR,M,abject,Mafraq,8,M,,,
66927,SYR,F,abject,Amman,3,F,,,
66928,SYR,F,,Amman,17,F,,,
66929,SYR,M,abject,Balqa,7,F,,,
66930,SYR,M,abject,Balqa,10,F,,,
66931,SYR,M,abject,Irbid,11,M,,,
66932,SYR,M,,Amman,2,F,,,
66933,SYR,M,,Amman,12,M,,,
66934,SYR,M,,IRBID,17,F,,,
66935,SYR,M,,IRBID,5,F,,,
66936,SYR,M,abject,Balqa,5,F,,,
66937,SYR,F,,Amman,5,M,,,
66938,SYR,F,Children with specific need (not abject or absolut),Zarqa,4,M,SC,,
66939,SYR,F,,Amman,9,M,,,
66940,SYR,M,,Amman,9,M,,,
66941,SYR,M,,Amman,7,M,,,
66942,SYR,M,,IRBID,15,M,,,
66943,SYR,M,abject,Balqa,15,M,,,
66944,SYR,M,abject,Balqa,2,M,,,
66945,SYR,M,abject,Balqa,13,M,,,
66946,SYR,F,absolute,Amman,15,F,,,
66947,SYR,F,abject,Amman,2,F,,,
66948,SYR,M,abject,Balqa,9,F,,,
66949,SYR,F,,Amman,1,F,,,
66950,SYR,M,abject,Balqa,17,M,,,
66951,SYR,M,abject,Irbid,8,F,,,
66952,SYR,M,abject,Balqa,10,M,,,
66953,SYR,M,abject,Balqa,4,M,,,
66954,SYR,M,,IRBID,11,F,,,
66955,SYR,F,absolute,Amman,15,M,,,
66956,SYR,F,,Amman,5,F,,,
66957,SYR,M,absolute,Amman,13,F,,,
66958,SYR,F,Children with specific need (not abject or absolut),Zarqa,9,M,SC,,
66959,SYR,M,absolute,Amman,6,F,,,
66960,SYR,M,,Amman,0,M,,,
66961,SYR,F,absolute,Tafiela,15,F,,,
66962,SYR,F,,Amman,7,F,,,
66963,SYR,M,absolute,Amman,13,F,,,
66964,SYR,F,Children with specific need (not abject or absolut),Mafraq,11,M,,,
66965,SYR,F,Children with specific need (not abject or absolut),Mafraq,5,F,,,
66966,SYR,F,Children with specific need (not abject or absolut),Mafraq,1,M,,,
66967,SYR,M,absolute,Amman,15,F,,,
66968,SYR,F,Children with specific need (not abject or absolut),Mafraq,15,M,,,
66969,SYR,M,,Amman,6,F,,,
66970,SYR,M,absolute,Amman,5,F,,,
66971,SYR,M,,Amman,4,F,,,
66972,SYR,M,,Amman,1,F,,,
66973,SYR,M,,Amman,4,M,,,
66974,SYR,M,absolute,Zarqa,9,M,,,
66975,SYR,M,absolute,Amman,3,M,,,
66976,SYR,M,,Amman,9,F,,,
66977,SYR,M,,Amman,12,M,,,
66978,SYR,M,,Amman,6,M,,,
66979,SYR,M,,Mafraq,15,F,,,
66980,SYR,M,,Amman,7,M,,,
66981,SYR,M,abject,Zarqa,12,F,,,
66982,SYR,M,abject,Zarqa,11,M,,,
66983,SYR,M,absolute,Zarqa,0,M,,,
66984,SYR,F,absolute,Zarqa,7,M,,,
66985,SYR,M,absolute,Amman,1,F,,,
66986,SYR,M,,Mafraq,16,F,,,
66987,SYR,M,abject,Madaba,8,M,,,
66988,SYR,M,,Mafraq,13,M,,,
66989,SYR,M,abject,Zarqa,8,F,,,
66990,SYR,M,abject,Zarqa,14,M,,,
66991,SYR,F,absolute,Zarqa,4,M,,,
66992,SYR,F,absolute,Amman,6,M,,,
66993,SYR,F,Children with specific need (not abject or absolut),Mafraq,9,F,,,
66994,SYR,F,absolute,Zarqa,14,M,,,
66995,SYR,M,abject,Madaba,13,F,,,
66996,SYR,M,abject,Madaba,15,M,,,
66997,SYR,F,absolute,Zarqa,15,M,,,
66998,SYR,M,,Zarqa,6,M,,,
66999,SYR,F,absolute,Amman,4,M,,,
67000,SYR,M,abject,Amman,6,M,,,
67001,SYR,M,abject,Amman,3,M,,,
67002,SYR,M,abject,Amman,10,M,,,
67003,SYR,F,absolute,Amman,15,M,,,
67004,SYR,M,,Mafraq,11,M,,,
67005,SYR,M,,Mafraq,3,M,,,
67006,SYR,M,abject,Madaba,6,M,,,
67007,SYR,M,abject,Madaba,10,M,,,
67008,SYR,F,absolute,Amman,5,F,,,
67009,SYR,F,absolute,Zarqa,16,M,,,
67010,SYR,F,absolute,Irbid,2,F,,,
67011,SYR,M,,Mafraq,16,F,,,
67012,SYR,M,,Mafraq,10,F,,,
67013,SYR,M,absolute,Zarqa,6,M,,,
67014,SYR,M,absolute,Amman,3,F,,,
67015,SYR,F,absolute,Zarqa,12,M,,,
67016,SYR,F,absolute,Amman,3,F,,,
67017,SYR,F,absolute,Zarqa,9,M,,,
67018,SYR,M,,Mafraq,5,F,,,
67019,SYR,M,,Mafraq,7,M,,,
67020,SYR,F,Children with specific need (not abject or absolut),Mafraq,13,M,,,
67021,SYR,F,Children with specific need (not abject or absolut),Mafraq,7,F,,,
67022,SYR,F,absolute,Zarqa,10,M,,,
67023,SYR,M,absolute,Amman,5,F,,,
67024,SYR,M,abject,Zarqa,16,F,,,
67025,SYR,F,absolute,Zarqa,13,M,,,
67026,SYR,M,abject,Zarqa,10,M,,,
67027,SYR,F,absolute,Irbid,3,M,,,
67028,SYR,F,,Mafraq,4,M,,,
67029,SYR,M,abject,Zarqa,2,M,,,
67030,SYR,M,abject,Amman,6,F,,,
67031,SYR,M,,Mafraq,10,F,,,
67032,SYR,M,absolute,Balqa,6,F,,,
67033,SYR,M,absolute,Amman,16,M,SC,,
67034,SYR,M,absolute,Balqa,3,F,,,
67035,SYR,M,abject,Amman,4,F,,,
67036,SYR,M,,Mafraq,11,F,,,
67037,SYR,M,,Mafraq,17,F,,,
67038,SYR,M,,Mafraq,5,M,,,
67039,SYR,F,,Mafraq,5,F,,,
67040,SYR,F,absolute,Zarqa,8,F,,,
67041,SYR,F,,Mafraq,0,F,,,
67042,SYR,M,abject,Amman,7,F,,,
67043,SYR,M,abject,Amman,1,F,,,
67044,SYR,M,abject,Zarqa,4,M,,,
67045,SYR,M,abject,Zarqa,7,M,,,DS
67046,SYR,M,absolute,Amman,5,M,SC,,
67047,SYR,M,,Zarqa,4,M,,,
67048,SYR,M,abject,Amman,12,M,,,
67049,SYR,F,absolute,Amman,8,F,,,
67050,SYR,F,absolute,Amman,1,M,,,
67051,SYR,F,,Amman,12,M,,,
67052,SYR,M,,Mafraq,11,F,,,
67053,SYR,M,abject,Zarqa,5,M,,,
67054,SYR,F,absolute,Irbid,8,F,,,
67055,SYR,F,absolute,Irbid,4,M,,,
67056,SYR,M,absolute,Balqa,8,M,,,
67057,SYR,M,abject,Amman,3,F,,,
67058,SYR,M,abject,Zarqa,1,M,,,
67059,SYR,M,abject,Amman,5,F,,,
67060,SYR,M,,Mafraq,15,F,,,
67061,SYR,F,,Mafraq,14,F,,,
67062,SYR,M,,Amman,8,M,,,
67063,SYR,M,,Amman,10,M,,,
67064,SYR,M,,Amman,2,F,,,
67065,SYR,M,abject,Madaba,12,M,,,
67066,SYR,M,abject,Amman,8,F,,,
67067,SYR,F,,Amman,1,M,,,
67068,SYR,M,abject,Amman,11,M,,,
67069,SYR,F,,Zarqa,15,F,,,
67070,SYR,M,abject,Amman,2,F,,,
67071,SYR,M,abject,Amman,3,F,,,
67072,SYR,M,abject,Amman,17,M,,,
67073,SYR,M,,Mafraq,3,F,,,
67074,SYR,F,,Mafraq,10,M,,,
67075,SYR,F,,Mafraq,16,F,,,
67076,SYR,F,,Mafraq,12,M,,,
67077,SYR,M,absolute,Amman,7,F,SC,,
67078,SYR,M,abject,Madaba,8,M,,,
67079,SYR,M,absolute,Zarqa,4,F,,,
67080,SYR,M,absolute,Balqa,1,M,,,
67081,SYR,M,absolute,Zarqa,7,F,,,
67082,SYR,M,abject,Amman,7,M,,,
67083,SYR,M,abject,Amman,10,M,,,
67084,SYR,F,absolute,Amman,8,F,,,
67085,SYR,M,abject,Zarqa,6,F,,,
67086,SYR,M,abject,Amman,0,M,,,
67087,SYR,M,abject,Amman,15,M,,,
67088,SYR,M,abject,Zarqa,17,M,,,
67089,SYR,M,absolute,Amman,1,F,,,
67090,SYR,M,abject,Amman,12,F,,,
67091,SYR,M,abject,Amman,6,F,,,
67092,SYR,M,absolute,Zarqa,9,F,SC,,DS
67093,SYR,M,,Mafraq,7,F,,,
67094,SYR,M,abject,Amman,14,F,,,
67095,SYR,M,abject,Amman,2,M,,,
67096,SYR,M,abject,Zarqa,14,F,,,
67097,SYR,M,absolute,Amman,3,F,,,
67098,SYR,M,abject,Zarqa,6,M,,,
67099,SYR,M,absolute,Zarqa,11,F,SC,,DS
67100,SYR,M,,Mafraq,4,M,,,
67101,SYR,M,abject,Zarqa,10,F,,,
67102,SYR,M,absolute,Amman,1,M,,,
67103,SYR,M,abject,Zarqa,15,F,,,
67104,SYR,M,absolute,Zarqa,12,F,SC,,
67105,SYR,F,absolute,Amman,5,F,,,
67106,SYR,M,,Mafraq,9,M,,,
67107,SYR,F,absolute,Amman,16,F,,,
67108,SYR,M,abject,Maan,13,M,,,
67109,SYR,F,,Balqa,5,F,,,
67110,SYR,F,,Balqa,11,F,,,
67111,SYR,F,abject,Zarqa,2,M,,,
67112,SYR,F,abject,Zarqa,5,F,,,
67113,SYR,F,abject,Zarqa,9,F,,,
67114,SYR,F,abject,Amman,0,M,,,
67115,SYR,M,,Mafraq,7,M,,,
67116,SYR,M,abject,Zarqa,10,M,,,
67117,SYR,M,abject,Maan,17,M,,,
67118,SYR,M,,Mafraq,10,M,,,
67119,SYR,M,abject,Maan,10,F,,,
67120,SYR,F,absolute,Amman,12,F,,,
67121,SYR,M,,Mafraq,1,M,,,
67122,SYR,F,abject,Amman,7,M,,,
67123,SYR,F,abject,Amman,5,F,,,
67124,SYR,F,abject,Amman,10,F,,,
67125,SYR,F,absolute,Amman,9,M,,,
67126,SYR,F,abject,Amman,3,F,,,
67127,SYR,F,absolute,Balqa,6,F,,,
67128,SYR,F,,Balqa,3,M,,,
67129,SYR,M,abject,Maan,15,M,,,
67130,SYR,F,,Balqa,9,F,,,
67131,SYR,F,absolute,Amman,2,F,,,
67132,SYR,F,absolute,Amman,11,M,,,
67133,SYR,F,abject,Amman,9,F,,,
67134,SYR,F,abject,Amman,2,F,,,
67135,SYR,M,absolute,Amman,7,M,,,
67136,SYR,M,,Mafraq,10,F,,,
67137,SYR,F,,Mafraq,5,M,,,
67138,SYR,F,abject,Mafraq,9,M,,,
67139,SYR,F,abject,Mafraq,17,M,,,
67140,SYR,M,,Karak,12,F,,,
67141,SYR,M,,Karak,3,M,,,
67142,SYR,M,absolute,Zarqa,14,M,SC,,DS
67143,SYR,F,absolute,Amman,8,M,,,
67144,SYR,M,absolute,Zarqa,17,F,,,
67145,SYR,F,absolute,Amman,9,M,,,
67146,SYR,M,absolute,Zarqa,17,M,,,
67147,SYR,F,absolute,Amman,8,M,,,
67148,SYR,F,abject,Zarqa,14,F,,,
67149,SYR,F,absolute,Amman,5,M,,,
67150,SYR,F,absolute,Amman,6,F,,,
67151,SYR,F,,Amman,1,M,,,
67152,SYR,F,absolute,Balqa,17,F,,,
67153,SYR,M,absolute,Mafraq,1,M,,,
67154,SYR,F,absolute,Balqa,15,M,,,
67155,SYR,M,absolute,Mafraq,2,M,,,
67156,SYR,M,absolute,Amman,5,M,,,
67157,SYR,F,absolute,Amman,6,F,,,
67158,SYR,F,abject,Zarqa,13,F,,,
67159,SYR,F,absolute,Amman,4,M,,,
67160,SYR,F,abject,Amman,13,M,,,
67161,SYR,F,absolute,Amman,8,F,,,
67162,SYR,M,,Mafraq,4,M,,,
67163,SYR,M,absolute,Amman,2,F,,,
67164,SYR,M,,Mafraq,5,F,,,
67165,SYR,F,,Mafraq,1,F,,,
67166,SYR,F,,Mafraq,3,F,,,
67167,SYR,M,,Karak,0,M,,,
67168,SYR,M,absolute,Zarqa,7,M,,,
67169,SYR,F,absolute,Karak,13,M,,,
67170,SYR,M,,Karak,10,M,,,
67171,SYR,F,absolute,Amman,7,M,,,
67172,SYR,F,absolute,Karak,17,M,,,
67173,SYR,F,absolute,Amman,11,M,SC,,
67174,SYR,M,absolute,Amman,1,F,,,
67175,SYR,M,,Mafraq,9,M,,,
67176,SYR,F,absolute,Balqa,13,F,,,
67177,SYR,F,,Amman,4,M,,,
67178,SYR,F,,Amman,6,M,,,DS
67179,SYR,M,,Mafraq,15,M,,,
67180,SYR,F,abject,Mafraq,15,M,,,
67181,SYR,M,absolute,Zarqa,5,F,,,
67182,SYR,F,Children with specific need (not abject or absolut),Amman,2,F,,,
67183,SYR,M,,Mafraq,1,M,,,
67184,SYR,F,,Mafraq,5,F,,,
67185,SYR,F,abject,Mafraq,13,F,,,
67186,SYR,M,,Karak,9,M,,,
67187,SYR,M,,Karak,5,F,,,
67188,SYR,F,abject,Mafraq,5,F,,,
67189,SYR,F,abject,Mafraq,11,M,,,
67190,SYR,M,,Mafraq,14,M,,,
67191,SYR,F,absolute,Amman,2,F,,,
67192,SYR,M,,Mafraq,9,F,,,
67193,SYR,M,,Mafraq,8,F,,,
67194,SYR,F,,Irbid,6,F,,,
67195,SYR,F,,Irbid,16,M,,,
67196,SYR,F,,Madaba,3,F,,,
67197,SYR,M,,Zarqa,5,F,,,
67198,SYR,M,,Mafraq,15,F,,,
67199,SYR,F,,Mafraq,1,M,,,
67200,SYR,M,,Mafraq,7,F,,,
67201,SYR,M,abject,Zarqa,0,M,,,
67202,SYR,M,abject,Zarqa,2,F,,,
67203,SYR,M,abject,Zarqa,6,F,,,
67204,SYR,M,abject,Zarqa,8,F,,,
67205,SYR,F,,Mafraq,17,M,,,
67206,SYR,M,,Mafraq,16,M,,,
67207,SYR,F,absolute,Amman,17,F,,,
67208,SYR,F,,Amman,12,M,,,
67209,SYR,F,,Amman,14,F,,,
67210,SYR,F,absolute,Karak,16,M,,,
67211,SYR,F,Children with specific need (not abject or absolut),Amman,3,M,,,
67212,SYR,F,absolute,Amman,0,M,,,
67213,SYR,F,absolute,Amman,3,M,,,
67214,SYR,M,absolute,Amman,6,F,,,
67215,SYR,M,,Mafraq,2,F,,,
67216,SYR,M,absolute,Zarqa,14,M,,,
67217,SYR,F,,Amman,16,M,,,
67218,SYR,M,abject,Mafraq,2,F,,,
67219,SYR,M,abject,Mafraq,8,M,,,
67220,SYR,M,abject,Amman,10,F,,,
67221,SYR,F,absolute,Zarqa,9,F,,,
67222,SYR,F,absolute,Amman,1,M,,,
